cities,areas,rooms
city-17,area-1,"{'name': 'fgoycaipuo', 'phone': '4801488721', 'price': 2500}"
city-17,area-2,"{'name': 'phicfhynwgfyj', 'phone': '4848399665', 'price': 1500}"
city-17,area-2,"{'name': 'afglxutvbe', 'phone': '3289805299', 'price': 1500}"
city-17,area-2,"{'name': 'ebdsvykfgvnf', 'phone': '3414459742', 'price': 2500}"
city-17,area-2,"{'name': 'zddxjqtgr', 'phone': '4762502262', 'price': 1000}"
city-17,area-2,"{'name': 'lxmewqsptyl', 'phone': '9397182880', 'price': 1500}"
city-17,area-2,"{'name': 'kauzmxhqde', 'phone': '8747295131', 'price': 2500}"
city-17,area-2,"{'name': 'esqrcriqov', 'phone': '3692438127', 'price': 1000}"
city-17,area-2,"{'name': 'nstkloru', 'phone': '5968362855', 'price': 1500}"
city-17,area-2,"{'name': 'rexgwtmgbb', 'phone': '1986443488', 'price': 2500}"
city-17,area-3,"{'name': 'zbulknli', 'phone': '5357294606', 'price': 1000}"
city-17,area-3,"{'name': 'megseclrq', 'phone': '6351268431', 'price': 2000}"
city-17,area-3,"{'name': 'tjothbekbxzw', 'phone': '3281952027', 'price': 1500}"
city-17,area-3,"{'name': 'pmljrgigsp', 'phone': '3779608101', 'price': 2000}"
city-17,area-3,"{'name': 'xvhichxxw', 'phone': '4674682407', 'price': 2500}"
city-17,area-3,"{'name': 'xpfzwpcfv', 'phone': '3215849047', 'price': 2000}"
city-17,area-3,"{'name': 'iyjmzzuvafg', 'phone': '5695307151', 'price': 2500}"
city-17,area-4,"{'name': 'swekessgzykt', 'phone': '3445934757', 'price': 2500}"
city-17,area-4,"{'name': 'rkpgsbhixf', 'phone': '9200485643', 'price': 2500}"
city-17,area-4,"{'name': 'jterytqg', 'phone': '3898773718', 'price': 2500}"
city-17,area-4,"{'name': 'nfkloaazqaf', 'phone': '9386046685', 'price': 1500}"
city-17,area-4,"{'name': 'xyoanbbzg', 'phone': '3939643484', 'price': 2500}"
city-17,area-4,"{'name': 'tcthehujgbf', 'phone': '3037996231', 'price': 2000}"
city-17,area-4,"{'name': 'jwhxzrhct', 'phone': '7506158965', 'price': 1000}"
city-17,area-4,"{'name': 'mehjqsslqmyz', 'phone': '8542859618', 'price': 2500}"
city-17,area-5,"{'name': 'tplbqykolpxtn', 'phone': '5163825298', 'price': 2000}"
city-17,area-5,"{'name': 'vaozxygmvtqg', 'phone': '8771064345', 'price': 2000}"
city-17,area-5,"{'name': 'iljxcyd', 'phone': '1406261327', 'price': 1000}"
city-17,area-5,"{'name': 'bfahshenmcdpp', 'phone': '2568754060', 'price': 1500}"
city-17,area-5,"{'name': 'qioyitcviabake', 'phone': '6236566810', 'price': 1000}"
city-17,area-5,"{'name': 'brmuilry', 'phone': '9367943016', 'price': 1000}"
city-17,area-5,"{'name': 'oyfweyogfnv', 'phone': '6147613694', 'price': 1000}"
city-17,area-5,"{'name': 'xlnpjkphg', 'phone': '3630455458', 'price': 1000}"
city-17,area-6,"{'name': 'hjeriicaroegmw', 'phone': '3000104051', 'price': 2500}"
city-17,area-7,"{'name': 'ulplsalj', 'phone': '8335165319', 'price': 1500}"
city-17,area-7,"{'name': 'qojlouzbolro', 'phone': '8652732231', 'price': 1000}"
city-17,area-7,"{'name': 'hsprtldxgmp', 'phone': '4131414748', 'price': 1000}"
city-17,area-7,"{'name': 'yoypuejgpamhjn', 'phone': '4233865754', 'price': 1000}"
city-17,area-7,"{'name': 'kitmwrxql', 'phone': '5493008708', 'price': 2000}"
city-17,area-7,"{'name': 'zqoomjfst', 'phone': '9336090932', 'price': 2500}"
city-17,area-8,"{'name': 'dbufvxvviwwlwj', 'phone': '6693925654', 'price': 1000}"
city-17,area-8,"{'name': 'cylvpysqzjt', 'phone': '5039800813', 'price': 2500}"
city-17,area-8,"{'name': 'bknqxlpjdyq', 'phone': '9669724411', 'price': 2500}"
city-17,area-8,"{'name': 'ebnkzyf', 'phone': '1868758157', 'price': 1500}"
city-17,area-8,"{'name': 'mwvutypitnck', 'phone': '3358945589', 'price': 1000}"
city-17,area-8,"{'name': 'bladjobfkvweur', 'phone': '8384137527', 'price': 2500}"
city-17,area-8,"{'name': 'letnbslmyexb', 'phone': '3139597577', 'price': 2000}"
city-17,area-8,"{'name': 'jtniidqmzpmwc', 'phone': '8925191131', 'price': 1500}"
city-17,area-8,"{'name': 'gpmrbtybg', 'phone': '6029912786', 'price': 2500}"
city-17,area-8,"{'name': 'tsgadla', 'phone': '4861949332', 'price': 1000}"
city-17,area-9,"{'name': 'fkwzpnbsm', 'phone': '7880768187', 'price': 2500}"
city-17,area-9,"{'name': 'nxkvhss', 'phone': '1713604536', 'price': 1500}"
city-17,area-9,"{'name': 'zzeexbgqvoa', 'phone': '5857124545', 'price': 2000}"
city-18,area-0,"{'name': 'owdcukxh', 'phone': '4894087807', 'price': 1500}"
city-18,area-0,"{'name': 'eexzofvjv', 'phone': '8528364163', 'price': 1500}"
city-18,area-0,"{'name': 'nkknqblbfbbsxr', 'phone': '9887176780', 'price': 1000}"
city-18,area-1,"{'name': 'awqcbdstiz', 'phone': '3588515973', 'price': 1500}"
city-18,area-2,"{'name': 'eedhdrfbgtx', 'phone': '4858344328', 'price': 1000}"
city-18,area-2,"{'name': 'ucntsavvhvek', 'phone': '4426425035', 'price': 2000}"
city-18,area-2,"{'name': 'offetzsviuwo', 'phone': '5316133782', 'price': 1000}"
city-18,area-2,"{'name': 'cperrzqdyjplf', 'phone': '4863237910', 'price': 2000}"
city-18,area-2,"{'name': 'mluekrfmho', 'phone': '5972582891', 'price': 1500}"
city-18,area-3,"{'name': 'btczdmshczrrrp', 'phone': '8559445252', 'price': 2000}"
city-18,area-3,"{'name': 'lsakxqz', 'phone': '5877011241', 'price': 1000}"
city-18,area-3,"{'name': 'hkqkgtigsqjbje', 'phone': '4288812711', 'price': 2500}"
city-18,area-3,"{'name': 'uazjdyeofkaov', 'phone': '1153403697', 'price': 1500}"
city-18,area-3,"{'name': 'ltojylgrabb', 'phone': '2050004270', 'price': 1500}"
city-18,area-3,"{'name': 'tuaixbxga', 'phone': '6300448387', 'price': 1500}"
city-18,area-3,"{'name': 'gcgcbydimmfo', 'phone': '2129191865', 'price': 1500}"
city-18,area-3,"{'name': 'mibxluiqlyevm', 'phone': '3680840024', 'price': 2500}"
city-18,area-4,"{'name': 'iqndedpsksdwmv', 'phone': '2327474716', 'price': 1000}"
city-18,area-5,"{'name': 'jytkaopirssxr', 'phone': '8626693170', 'price': 2000}"
city-18,area-5,"{'name': 'rwdefkqxt', 'phone': '1941896626', 'price': 1500}"
city-18,area-5,"{'name': 'jqymzdbv', 'phone': '7066168918', 'price': 1000}"
city-18,area-5,"{'name': 'mhosqhavaoxsg', 'phone': '2412300062', 'price': 1000}"
city-18,area-5,"{'name': 'nxmpdjdhivmpe', 'phone': '9239562997', 'price': 2000}"
city-18,area-5,"{'name': 'ejwyctyfsr', 'phone': '7307759368', 'price': 2500}"
city-18,area-6,"{'name': 'yzmzvajmlxtgzz', 'phone': '8810123392', 'price': 2500}"
city-18,area-6,"{'name': 'beloxsou', 'phone': '1110919662', 'price': 2500}"
city-18,area-6,"{'name': 'bsgbqyzyxnrwt', 'phone': '7865688458', 'price': 2000}"
city-18,area-6,"{'name': 'uuqerhl', 'phone': '7417781791', 'price': 1500}"
city-18,area-7,"{'name': 'ivlgkaexqbrm', 'phone': '6067575658', 'price': 1000}"
city-18,area-8,"{'name': 'ccdsadu', 'phone': '4791448618', 'price': 1000}"
city-18,area-8,"{'name': 'posstrxzfg', 'phone': '2568795214', 'price': 1000}"
city-18,area-8,"{'name': 'eojpmhwfsswmdf', 'phone': '4257443967', 'price': 1500}"
city-18,area-8,"{'name': 'yxxeljx', 'phone': '7743098055', 'price': 2500}"
city-18,area-9,"{'name': 'ufsbyorxmesq', 'phone': '8947531458', 'price': 2500}"
city-18,area-9,"{'name': 'thqpusymqvos', 'phone': '9712670382', 'price': 1000}"
city-18,area-9,"{'name': 'hqhsacwycdjlfh', 'phone': '6563546254', 'price': 1000}"
city-19,area-0,"{'name': 'jrtkuzxovbs', 'phone': '5557583177', 'price': 2000}"
city-19,area-0,"{'name': 'toqzadh', 'phone': '2610421953', 'price': 2500}"
city-19,area-0,"{'name': 'htuamdx', 'phone': '8998519693', 'price': 2000}"
city-19,area-0,"{'name': 'xhvmqhnv', 'phone': '5414704280', 'price': 1000}"
city-19,area-0,"{'name': 'gifblco', 'phone': '7203093154', 'price': 2000}"
city-19,area-0,"{'name': 'czjqujaszmy', 'phone': '4082229458', 'price': 1500}"
city-19,area-0,"{'name': 'bxhmthaxi', 'phone': '6554536939', 'price': 1500}"
city-19,area-0,"{'name': 'fixkcsfuuel', 'phone': '8210935109', 'price': 2000}"
city-19,area-0,"{'name': 'jlasveat', 'phone': '5768478854', 'price': 1000}"
city-19,area-0,"{'name': 'mzdmehxb', 'phone': '6920589021', 'price': 2500}"
city-19,area-1,"{'name': 'jxmfcvhhsbi', 'phone': '7884196593', 'price': 1000}"
city-19,area-1,"{'name': 'oaegtpw', 'phone': '5219322368', 'price': 2000}"
city-19,area-1,"{'name': 'sayegjezbulw', 'phone': '6139462095', 'price': 1500}"
city-19,area-1,"{'name': 'nleuqpf', 'phone': '7901508952', 'price': 1000}"
city-19,area-1,"{'name': 'jmyybhcbtmw', 'phone': '2331559114', 'price': 1500}"
city-19,area-2,"{'name': 'kzclrmmzx', 'phone': '7329370471', 'price': 2000}"
city-19,area-2,"{'name': 'fexrycrcgdf', 'phone': '3830865957', 'price': 2000}"
city-19,area-2,"{'name': 'blejltmkwkmky', 'phone': '7387284667', 'price': 2500}"
city-19,area-3,"{'name': 'zmlxzkiwkcxrlw', 'phone': '3210390279', 'price': 1000}"
city-19,area-3,"{'name': 'jidkhidtavp', 'phone': '3183997829', 'price': 2000}"
city-19,area-3,"{'name': 'ucbjdel', 'phone': '4170178193', 'price': 2000}"
city-19,area-3,"{'name': 'zlgbpranzll', 'phone': '6983972387', 'price': 2500}"
city-19,area-3,"{'name': 'arlcxuu', 'phone': '6397850266', 'price': 2500}"
city-19,area-3,"{'name': 'tiiblmadqdokde', 'phone': '1689951685', 'price': 1500}"
city-19,area-3,"{'name': 'oitocsuwt', 'phone': '3764305275', 'price': 2500}"
city-19,area-3,"{'name': 'walwgqzeqdx', 'phone': '4128460938', 'price': 1500}"
city-19,area-3,"{'name': 'dfunwbrhrrb', 'phone': '5015730418', 'price': 2500}"
city-19,area-3,"{'name': 'qglcwpcipgjqt', 'phone': '1656178707', 'price': 1500}"
city-19,area-4,"{'name': 'rmdcxomq', 'phone': '1231237399', 'price': 2500}"
city-19,area-4,"{'name': 'imdncst', 'phone': '7600708068', 'price': 1000}"
city-19,area-4,"{'name': 'ofbzadkvxrdwrw', 'phone': '4341394384', 'price': 1500}"
city-19,area-5,"{'name': 'owqrbqndda', 'phone': '8296931925', 'price': 2500}"
city-19,area-6,"{'name': 'oxktrdmvamjpc', 'phone': '8227775669', 'price': 1500}"
city-19,area-7,"{'name': 'qqjydctryxnxi', 'phone': '7041999350', 'price': 1500}"
city-19,area-8,"{'name': 'tyfbpchgoxvihx', 'phone': '4280618723', 'price': 1000}"
city-19,area-8,"{'name': 'bxnrhblmk', 'phone': '2944680212', 'price': 2500}"
city-19,area-9,"{'name': 'qcgcama', 'phone': '3248457532', 'price': 2500}"
city-19,area-9,"{'name': 'puuapfilcbte', 'phone': '6989780274', 'price': 1000}"
city-19,area-9,"{'name': 'absbztmt', 'phone': '1218361518', 'price': 2000}"
city-19,area-9,"{'name': 'gohipaojagz', 'phone': '6805152521', 'price': 1000}"
city-19,area-9,"{'name': 'qdbmyfjwl', 'phone': '3873922476', 'price': 2500}"
city-19,area-9,"{'name': 'nfptxmomoyyroz', 'phone': '9877377240', 'price': 2000}"
city-19,area-9,"{'name': 'gozfmenqo', 'phone': '7215055846', 'price': 1000}"
city-20,area-0,"{'name': 'yeezusbhokq', 'phone': '5453384788', 'price': 1000}"
city-20,area-0,"{'name': 'vwhtosayy', 'phone': '3378073632', 'price': 1000}"
city-20,area-0,"{'name': 'vpxxduedlapks', 'phone': '1741578220', 'price': 2500}"
city-20,area-0,"{'name': 'miyaguxxycho', 'phone': '9715701818', 'price': 2000}"
city-20,area-0,"{'name': 'dzedywodnkqlm', 'phone': '9920844238', 'price': 1500}"
city-20,area-0,"{'name': 'imcjbfjxp', 'phone': '4787165183', 'price': 1500}"
city-20,area-0,"{'name': 'dichjfexyskk', 'phone': '3303074272', 'price': 2000}"
city-20,area-1,"{'name': 'dkeyyid', 'phone': '1440460520', 'price': 2500}"
city-20,area-2,"{'name': 'avzhudoz', 'phone': '7036082484', 'price': 1000}"
city-20,area-2,"{'name': 'hvkvnchigwquag', 'phone': '8584816310', 'price': 2000}"
city-20,area-2,"{'name': 'xrlhiuyggpr', 'phone': '1343191818', 'price': 1000}"
city-20,area-2,"{'name': 'juqloyehhdggdz', 'phone': '6959461147', 'price': 2500}"
city-20,area-2,"{'name': 'eqqlusuikelxxl', 'phone': '5211361140', 'price': 2500}"
city-20,area-2,"{'name': 'elztzjh', 'phone': '7722070646', 'price': 2000}"
city-20,area-3,"{'name': 'xwdbhbobgipq', 'phone': '6113239478', 'price': 2500}"
city-20,area-3,"{'name': 'evmweylutnapj', 'phone': '7288623635', 'price': 1000}"
city-20,area-3,"{'name': 'goxgrhg', 'phone': '9328082293', 'price': 1500}"
city-20,area-3,"{'name': 'tewskilz', 'phone': '1657553892', 'price': 2500}"
city-20,area-3,"{'name': 'tzvyxxnmumpdso', 'phone': '9218967258', 'price': 2000}"
city-20,area-4,"{'name': 'sdvfxgezfxxbn', 'phone': '9163153941', 'price': 1000}"
city-20,area-4,"{'name': 'ojdvalyloh', 'phone': '2938704484', 'price': 1500}"
city-20,area-4,"{'name': 'wabomfnhyahznc', 'phone': '1702661002', 'price': 2500}"
city-20,area-4,"{'name': 'fuynwtfiej', 'phone': '8246890448', 'price': 1000}"
city-20,area-4,"{'name': 'wlmnffxrpdhgp', 'phone': '3262491691', 'price': 1000}"
city-20,area-4,"{'name': 'utpvhpivpiantw', 'phone': '4637259487', 'price': 2000}"
city-20,area-4,"{'name': 'zlqzmghzbhwk', 'phone': '9621471551', 'price': 1500}"
city-20,area-4,"{'name': 'mpyhlue', 'phone': '2338507632', 'price': 1000}"
city-20,area-4,"{'name': 'dqdbodhx', 'phone': '4604252545', 'price': 2000}"
city-20,area-4,"{'name': 'yxiahzwaszrzw', 'phone': '6821120955', 'price': 1000}"
city-20,area-5,"{'name': 'hvqdfomztivn', 'phone': '5990179235', 'price': 2500}"
city-20,area-5,"{'name': 'jkizwnptumvhb', 'phone': '3111005557', 'price': 2000}"
city-20,area-5,"{'name': 'xnimkgyfpnsnok', 'phone': '7370538363', 'price': 1500}"
city-20,area-5,"{'name': 'uitltrqld', 'phone': '3777786783', 'price': 1000}"
city-20,area-5,"{'name': 'mllpddfroyhz', 'phone': '6273586690', 'price': 1000}"
city-20,area-5,"{'name': 'avxrhioxhi', 'phone': '8769875256', 'price': 1000}"
city-20,area-5,"{'name': 'kzskjwipv', 'phone': '3312269300', 'price': 2000}"
city-20,area-5,"{'name': 'snxgjtwnltvr', 'phone': '4325355531', 'price': 1500}"
city-20,area-6,"{'name': 'aqryxaeqjj', 'phone': '2217061631', 'price': 1000}"
city-20,area-6,"{'name': 'iqzudjsil', 'phone': '4648155825', 'price': 2000}"
city-20,area-6,"{'name': 'mgadnwqwfwid', 'phone': '1505761576', 'price': 1000}"
city-20,area-6,"{'name': 'kidacloacnp', 'phone': '3131081180', 'price': 1000}"
city-20,area-6,"{'name': 'nyifnteisab', 'phone': '1728049258', 'price': 1500}"
city-20,area-6,"{'name': 'ctjqkkrrsb', 'phone': '2683769739', 'price': 2000}"
city-20,area-6,"{'name': 'oplafzyualcgi', 'phone': '1013227437', 'price': 1000}"
city-20,area-6,"{'name': 'yxpqxtws', 'phone': '9580403325', 'price': 1500}"
city-20,area-6,"{'name': 'lapokgqn', 'phone': '6087037238', 'price': 2500}"
city-20,area-7,"{'name': 'nqvkndswyssfxi', 'phone': '1589617045', 'price': 2000}"
city-20,area-7,"{'name': 'zfxbnqtqzbtgnr', 'phone': '9031524210', 'price': 2000}"
city-20,area-7,"{'name': 'chpdwbtmy', 'phone': '6189224556', 'price': 2000}"
city-20,area-7,"{'name': 'jokmoeerlp', 'phone': '5141834184', 'price': 2000}"
city-20,area-7,"{'name': 'eqfdcukfnqpgds', 'phone': '1736164295', 'price': 2000}"
city-20,area-7,"{'name': 'rsfkuafd', 'phone': '4669598486', 'price': 1000}"
city-20,area-7,"{'name': 'scxbpmt', 'phone': '1154818306', 'price': 2500}"
city-20,area-8,"{'name': 'ntoiyrho', 'phone': '4739263119', 'price': 2000}"
city-20,area-8,"{'name': 'hsjxphtcxdsg', 'phone': '6729345794', 'price': 1500}"
city-20,area-8,"{'name': 'uujutqrxevx', 'phone': '7237011254', 'price': 2500}"
city-20,area-8,"{'name': 'zmfiowgmymuq', 'phone': '2876610430', 'price': 2000}"
city-20,area-8,"{'name': 'lmirhgtk', 'phone': '4082948260', 'price': 1000}"
city-20,area-8,"{'name': 'ufqxoez', 'phone': '2257746019', 'price': 1500}"
city-20,area-9,"{'name': 'kekwmcyaq', 'phone': '9809290103', 'price': 1500}"
city-20,area-9,"{'name': 'upalztww', 'phone': '5143338862', 'price': 2500}"
city-20,area-9,"{'name': 'erlhgfzjg', 'phone': '3737194895', 'price': 1500}"
city-20,area-9,"{'name': 'kpdmnefjal', 'phone': '2839535526', 'price': 2000}"
city-20,area-9,"{'name': 'bobmggeuxirive', 'phone': '2657241154', 'price': 2500}"
city-20,area-9,"{'name': 'pmuswtnab', 'phone': '9404376423', 'price': 2000}"
city-20,area-9,"{'name': 'byaguuiknn', 'phone': '7160814522', 'price': 1500}"
city-20,area-9,"{'name': 'irghqcyoej', 'phone': '6776924760', 'price': 1000}"
city-21,area-0,"{'name': 'icuijiawxgi', 'phone': '9662213990', 'price': 1500}"
city-21,area-0,"{'name': 'iztbadoyjdxf', 'phone': '3341991202', 'price': 2500}"
city-21,area-0,"{'name': 'xupxufylzegy', 'phone': '7319518755', 'price': 1000}"
city-21,area-0,"{'name': 'lkzowcjczv', 'phone': '9723799792', 'price': 2500}"
city-21,area-1,"{'name': 'jxgevuq', 'phone': '9381388276', 'price': 2000}"
city-21,area-1,"{'name': 'mpgmundpvcmgw', 'phone': '8980239278', 'price': 1000}"
city-21,area-2,"{'name': 'sxexjrc', 'phone': '3617129424', 'price': 2000}"
city-21,area-2,"{'name': 'lhtyckmo', 'phone': '1524313566', 'price': 2000}"
city-21,area-2,"{'name': 'yxhltdtkq', 'phone': '1399210942', 'price': 2500}"
city-21,area-2,"{'name': 'rbervxgvbljzlg', 'phone': '4599466172', 'price': 2500}"
city-21,area-2,"{'name': 'zdgyjjj', 'phone': '3926371235', 'price': 2500}"
city-21,area-2,"{'name': 'ckcusgqmdwwh', 'phone': '5853332777', 'price': 2000}"
city-21,area-3,"{'name': 'afjmgbmpaisjsu', 'phone': '8153182192', 'price': 2000}"
city-21,area-3,"{'name': 'nayxgxzfmvsjv', 'phone': '2187975923', 'price': 2500}"
city-21,area-4,"{'name': 'pwnjdmuhrmouu', 'phone': '9042688049', 'price': 2000}"
city-21,area-4,"{'name': 'hingsmufrm', 'phone': '3608767576', 'price': 1000}"
city-21,area-5,"{'name': 'tvxpwkeueveaz', 'phone': '1847497594', 'price': 2000}"
city-21,area-5,"{'name': 'acxsppmrkvfq', 'phone': '9226675744', 'price': 1500}"
city-21,area-5,"{'name': 'hgrasavqbpxu', 'phone': '2787898633', 'price': 1000}"
city-21,area-5,"{'name': 'queddnaf', 'phone': '4492848163', 'price': 2500}"
city-21,area-5,"{'name': 'cvegzxln', 'phone': '6495361404', 'price': 1000}"
city-21,area-5,"{'name': 'krucfocnc', 'phone': '8864107851', 'price': 1000}"
city-21,area-5,"{'name': 'eymszpxjwy', 'phone': '7294342804', 'price': 2500}"
city-21,area-5,"{'name': 'lsgbgyuvg', 'phone': '1655357448', 'price': 1000}"
city-21,area-5,"{'name': 'tyhhnlqmqv', 'phone': '3123708915', 'price': 2500}"
city-21,area-5,"{'name': 'vgbuxjghbwbx', 'phone': '3441454483', 'price': 2500}"
city-21,area-6,"{'name': 'usrvciyjd', 'phone': '1175401887', 'price': 2000}"
city-21,area-6,"{'name': 'tbaqrbipxhbbxo', 'phone': '7332855769', 'price': 2000}"
city-21,area-6,"{'name': 'rcvgvhwfmjlvk', 'phone': '7868751760', 'price': 2000}"
city-21,area-6,"{'name': 'yzlpnijwsrelzc', 'phone': '1167744504', 'price': 1000}"
city-21,area-6,"{'name': 'wzocrlm', 'phone': '2467250595', 'price': 1000}"
city-21,area-6,"{'name': 'mfjfwwv', 'phone': '6134960994', 'price': 1500}"
city-21,area-7,"{'name': 'vhpkcsnbcd', 'phone': '5689327034', 'price': 2500}"
city-21,area-7,"{'name': 'cazgqlcwuco', 'phone': '3881212259', 'price': 2500}"
city-21,area-7,"{'name': 'uqynatk', 'phone': '9418902708', 'price': 1000}"
city-21,area-7,"{'name': 'yvwwyeig', 'phone': '4154230351', 'price': 2000}"
city-21,area-7,"{'name': 'srbwxpiqdgm', 'phone': '8745788689', 'price': 2000}"
city-21,area-8,"{'name': 'nkvbjghr', 'phone': '3097967427', 'price': 1000}"
city-21,area-8,"{'name': 'hfpvyeb', 'phone': '4519701582', 'price': 2500}"
city-21,area-8,"{'name': 'gsjdklhv', 'phone': '2526411803', 'price': 2500}"
city-21,area-9,"{'name': 'rwjmzawwsww', 'phone': '1508625883', 'price': 1000}"
city-21,area-9,"{'name': 'qcjxewrcdmitiy', 'phone': '1425970112', 'price': 2000}"
city-21,area-9,"{'name': 'llldvqglcwmswn', 'phone': '9090095036', 'price': 2500}"
city-21,area-9,"{'name': 'rliaggvwosu', 'phone': '1454486939', 'price': 1000}"
city-21,area-9,"{'name': 'enlfxaboi', 'phone': '6178136096', 'price': 2000}"
city-21,area-9,"{'name': 'cocmmewix', 'phone': '1060447076', 'price': 1500}"
city-21,area-9,"{'name': 'vmkeygukre', 'phone': '9073960417', 'price': 2500}"
city-21,area-9,"{'name': 'xmzuweiqq', 'phone': '5636569755', 'price': 2000}"
city-22,area-0,"{'name': 'liofrts', 'phone': '9363856659', 'price': 1500}"
city-22,area-0,"{'name': 'rbboxgmajersdo', 'phone': '4048114430', 'price': 2000}"
city-22,area-0,"{'name': 'umyezccc', 'phone': '1971812499', 'price': 1000}"
city-22,area-0,"{'name': 'weygiqqwdi', 'phone': '5690414557', 'price': 1500}"
city-22,area-0,"{'name': 'vtmvumpfhd', 'phone': '2044958122', 'price': 1500}"
city-22,area-0,"{'name': 'vyiyozyrzu', 'phone': '1433899539', 'price': 1000}"
city-22,area-0,"{'name': 'eccorej', 'phone': '2069540239', 'price': 1500}"
city-22,area-0,"{'name': 'hsiaxnbfudnlh', 'phone': '8000107325', 'price': 2000}"
city-22,area-0,"{'name': 'sycyjskcmsrzna', 'phone': '1559856140', 'price': 1500}"
city-22,area-0,"{'name': 'lwexmifsllhl', 'phone': '9285885738', 'price': 1000}"
city-22,area-1,"{'name': 'bitopadvj', 'phone': '8975565181', 'price': 2500}"
city-22,area-1,"{'name': 'dvcvetnsgh', 'phone': '8991625540', 'price': 2500}"
city-22,area-1,"{'name': 'oslkcvvzj', 'phone': '3900947080', 'price': 1000}"
city-22,area-1,"{'name': 'sfbplms', 'phone': '8260345960', 'price': 2500}"
city-22,area-1,"{'name': 'fyvfetnz', 'phone': '9044176593', 'price': 2500}"
city-22,area-2,"{'name': 'rwjlxtj', 'phone': '7441922658', 'price': 2500}"
city-22,area-2,"{'name': 'kznovmpnq', 'phone': '1671102677', 'price': 1500}"
city-22,area-2,"{'name': 'atesiekqim', 'phone': '5756895899', 'price': 2000}"
city-22,area-3,"{'name': 'wuvnfsbqtcobof', 'phone': '4532915215', 'price': 1500}"
city-22,area-3,"{'name': 'wvgdtgwueevr', 'phone': '4296731952', 'price': 2000}"
city-22,area-3,"{'name': 'wpldwsuwh', 'phone': '6809176165', 'price': 2500}"
city-22,area-4,"{'name': 'kdpbvjg', 'phone': '4247995279', 'price': 2000}"
city-22,area-4,"{'name': 'hmgnutrcmklf', 'phone': '4806318847', 'price': 2000}"
city-22,area-4,"{'name': 'hinlfiqftzvrq', 'phone': '7836918850', 'price': 1500}"
city-22,area-5,"{'name': 'cchdoazrki', 'phone': '2038627635', 'price': 2000}"
city-22,area-5,"{'name': 'juxjslif', 'phone': '3606381025', 'price': 1000}"
city-22,area-5,"{'name': 'ikttrgihkrf', 'phone': '7006509518', 'price': 2500}"
city-22,area-5,"{'name': 'qbgjenccpx', 'phone': '5136087380', 'price': 2500}"
city-22,area-5,"{'name': 'mpgylhvdkgx', 'phone': '2813803411', 'price': 1500}"
city-22,area-5,"{'name': 'pobaoifabuhbpw', 'phone': '5413773037', 'price': 1500}"
city-22,area-5,"{'name': 'szaldkdm', 'phone': '9952189284', 'price': 2500}"
city-22,area-5,"{'name': 'pckihjhd', 'phone': '5102248237', 'price': 2500}"
city-22,area-6,"{'name': 'cszgssmbkpkk', 'phone': '3040413744', 'price': 1000}"
city-22,area-6,"{'name': 'ncizqrkykcv', 'phone': '8698401783', 'price': 2500}"
city-22,area-6,"{'name': 'lihippeiaz', 'phone': '4053082507', 'price': 2500}"
city-22,area-6,"{'name': 'cewfaxoxetvhtf', 'phone': '5664845827', 'price': 2000}"
city-22,area-6,"{'name': 'rzsfmkrpt', 'phone': '8328472828', 'price': 1000}"
city-22,area-6,"{'name': 'fvwjpddd', 'phone': '3588417595', 'price': 1500}"
city-22,area-6,"{'name': 'lpbmmfhrpkjti', 'phone': '9621809654', 'price': 2000}"
city-22,area-6,"{'name': 'iragwkdow', 'phone': '1198569283', 'price': 1000}"
city-22,area-6,"{'name': 'pwfsepmdzhs', 'phone': '9918332829', 'price': 2000}"
city-22,area-7,"{'name': 'qyjjmythc', 'phone': '3512243542', 'price': 1000}"
city-22,area-7,"{'name': 'kklxbanfovjjhf', 'phone': '1569414223', 'price': 2500}"
city-22,area-7,"{'name': 'zggkkpe', 'phone': '4675888298', 'price': 1500}"
city-22,area-7,"{'name': 'sfzppnuzynsr', 'phone': '1820288253', 'price': 2500}"
city-22,area-7,"{'name': 'bjgcozppfoca', 'phone': '9743419181', 'price': 2000}"
city-22,area-7,"{'name': 'xedpbcfjysbk', 'phone': '1321269554', 'price': 1500}"
city-22,area-8,"{'name': 'bugruyf', 'phone': '4355503056', 'price': 1500}"
city-22,area-8,"{'name': 'mqdfbpduswnro', 'phone': '5543953538', 'price': 1000}"
city-22,area-8,"{'name': 'xvyeidbsbrxqwy', 'phone': '6560366492', 'price': 1000}"
city-22,area-9,"{'name': 'otwbkxsumdkdxd', 'phone': '7542621937', 'price': 1000}"
city-22,area-9,"{'name': 'tyyncygufm', 'phone': '6292043686', 'price': 1500}"
city-23,area-0,"{'name': 'xaldctlj', 'phone': '7249752993', 'price': 2500}"
city-23,area-0,"{'name': 'rwwpberoamywma', 'phone': '6423044566', 'price': 1500}"
city-23,area-0,"{'name': 'kijknwsm', 'phone': '8105032162', 'price': 2500}"
city-23,area-0,"{'name': 'iwdzbqeqwcdv', 'phone': '9562842755', 'price': 2000}"
city-23,area-0,"{'name': 'gcacrdhyiihl', 'phone': '3119910477', 'price': 2500}"
city-23,area-0,"{'name': 'ahgardcohxz', 'phone': '1062137044', 'price': 2000}"
city-23,area-0,"{'name': 'updtmthvbyxitx', 'phone': '6075345223', 'price': 2000}"
city-23,area-1,"{'name': 'rrqlcpajq', 'phone': '3712651569', 'price': 2500}"
